bioproject,biosample,sra,lat_start,lat_end,long_start,long_end,size_low,size_up,nitrate,Chlorophyll,oxy,Salinity,temperature,depth,coor1,coor2,size
PRJEB6609,SAMEA2730869,ERR1719425,34.7631,34.7726,-71.2422,-71.2361,180,2000,0.814183,0.13371,213.802,36.542667,19.435458,5,latitudeN=34.7631,longitudeE=-71.2422,(180-2000)
PRJEB6609,SAMEA2621048,ERR1719269,-31.027,-31.0136,4.6802,4.6932,0.8,5,99999,0.42458,231.683361,35.687803,16.787411,50,latitudeN=-31.027,longitudeE=4.6802,(0.8-5)
PRJEB6609,SAMEA2732583,ERR1719457,-33.688,-33.6866,-71.9903,-71.9861,180,2000,99999,2.988957,273.51475,34.392308,16.760633,5,latitudeN=-33.688,longitudeE=-71.9903,(180-2000)
PRJEB6609,SAMEA2623479,ERR1719165,25.5264,25.5416,-88.394,88.4044,0.8,5,-2.2118,0.163338,194.2675,36.193733,24.96555,5,latitudeN=25.5264,longitudeE=-88.394,(0.8-5)
PRJEB6609,SAMEA2732654,ERR1719167,6.3306,14.3284,-102.9531,-102.9557,180,2000,-1.184318,0.013449,196.88275,33.407042,26.6362,5,latitudeN=6.3306,longitudeE=-102.9531,(180-2000)
PRJEB6609,SAMEA2732245,ERR1719250,-33.9477,-33.9368,-73.0635,-73.0606,180,2000,-1.127378,0.504487,239.346357,34.31376,17.922507,35,latitudeN=-33.9477,longitudeE=-73.0635,(180-2000)
PRJEB6609,SAMEA2623477,ERR1719326,25.5264,25.5416,-88.394,88.4044,0.8,&gt;,-2.2118,0.163338,194.2675,36.193733,24.96555,5,latitudeN=25.5264,longitudeE=-88.394,(0.8-&gt;)
PRJEB6609,SAMEA2732932,ERR1719505,33.008,33.0093,-121.7579,-121.755,180,2000,0.132837,0.311832,226.108583,33.477367,17.593567,5,latitudeN=33.008,longitudeE=-121.7579,(180-2000)
PRJEB6609,SAMEA2731729,ERR1719339,44.0852,44.0898,-16.5645,-16.5595,180,2000,99999,99999,99999,99999,99999,25,latitudeN=44.0852,longitudeE=-16.5645,(180-2000)
PRJEB6609,SAMEA2730594,ERR1719203,39.194,39.1889,-70.0499,-70.0346,5,20,5.03906,0.320247,235.065833,35.1468,14.07945,5,latitudeN=39.194,longitudeE=-70.0499,(5-20)
PRJEB6609,SAMEA2657014,ERR1719296,-32.12,-32.1174,17.6987,17.6988,5,20,0.517466,1.331539,250.060667,34.849892,12.881967,5,latitudeN=-32.12,longitudeE=17.6987,(5-20)
PRJEB6609,SAMEA2620959,ERR1719352,-34.8901,-34.8477,18.0459,18.1136,0.8,5,99999,0.424363,240.4135,35.3315,15.01895,30,latitudeN=-34.8901,longitudeE=18.0459,(0.8-5)
PRJEB6609,SAMEA2656956,ERR1719234,-34.9363,-34.9353,17.9366,17.9401,180,2000,2.450991,0.250054,238.916333,35.323317,15.033492,5,latitudeN=-34.9363,longitudeE=17.9366,(180-2000)
PRJEB6609,SAMEA2656982,ERR1719145,-8.9124,-8.9085,-142.5595,-142.5707,5,20,6.03141,0.124746,187.791167,35.4224,26.869383,5,latitudeN=-8.9124,longitudeE=-142.5595,(5-20)
PRJEB6609,SAMEA2731730,ERR1719151,44.074,44.0789,-16.547,-16.5432,20,180,99999,99999,99999,99999,99999,25,latitudeN=44.074,longitudeE=-16.547,(20-180)
PRJEB6609,SAMEA2657073,ERR1719508,-31.0507,-31.0507,4.6603,4.6632,180,2000,2.096308,0.545147,234.236,35.690458,16.948525,5,latitudeN=-31.0507,longitudeE=4.6603,(180-2000)
PRJEB6609,SAMEA2657088,ERR1719286,2.0574,2.0555,-84.5546,-84.5573,180,2000,0.451517,0.201947,199.898917,33.17585,27.902167,5,latitudeN=2.0574,longitudeE=-84.5546,(180-2000)
PRJEB6609,SAMEA2730869,ERR1719233,34.7631,34.7726,-71.2422,-71.2361,180,2000,0.814183,0.13371,213.802,36.542667,19.435458,5,latitudeN=34.7631,longitudeE=-71.2422,(180-2000)
PRJEB6609,SAMEA2657072,ERR1719312,-5.2537,-5.254,-85.2221,-85.2248,180,2000,12.415348,0.58042,203.89075,34.806233,25.28045,5,latitudeN=-5.2537,longitudeE=-85.2221,(180-2000)
PRJEB6609,SAMEA2657034,ERR1719260,-20.4035,-20.4016,-3.1859,-3.1913,180,2000,0.168013,0.324315,215.650833,36.376225,19.776808,5,latitudeN=-20.4035,longitudeE=-3.1859,(180-2000)
PRJEB6609,SAMEA2732192,ERR1719320,-34.0374,-34.025,-73.09,-73.0878,180,2000,-1.392169,0.203005,243.029917,34.32915,18.207025,5,latitudeN=-34.0374,longitudeE=-73.09,(180-2000)
PRJEB6609,SAMEA2657091,ERR1719268,-20.9406,-20.9424,-35.196,-35.2027,180,2000,0.030608,0.033622,206.194333,37.101367,23.349542,5,latitudeN=-20.9406,longitudeE=-35.196,(180-2000)
PRJEB6609,SAMEA2657063,ERR1719373,2.0399,2.0455,-84.5599,-84.5573,5,20,0.451517,0.201947,199.898917,33.17585,27.902167,5,latitudeN=2.0399,longitudeE=-84.5599,(5-20)
PRJEB6609,SAMEA2623985,ERR1719182,44.0497,44.0774,-16.6034,-16.5781,0.8,&gt;,99999,99999,99999,99999,99999,25,latitudeN=44.0497,longitudeE=-16.6034,(0.8-&gt;)
PRJEB6609,SAMEA2657041,ERR1719328,19.0235,19.0208,64.5256,64.529,20,180,1.282982,0.599901,153.850286,99999,25.487707,25,latitudeN=19.0235,longitudeE=64.5256,(20-180)
PRJEB6609,SAMEA2656962,ERR1719315,-21.004,-21.0156,-35.3168,-35.3314,180,2000,0.056847,0.092923,205.30592,36.946466,22.517572,150,latitudeN=-21.004,longitudeE=-35.3168,(180-2000)
PRJEB6609,SAMEA2620128,ERR1719434,17.5294,17.5009,67.9576,67.9664,3,&gt;,99999,0.015,190.3235,36.2209,27.53495,5,latitudeN=17.5294,longitudeE=67.9576,(3-&gt;)
PRJEB6609,SAMEA2621542,ERR1719345,-62.2231,-62.2658,-49.2139,-49.1658,0.8,&gt;,33.109231,0.540091,325.402987,34.319478,-0.78154,90,latitudeN=-62.2231,longitudeE=-49.2139,(0.8-&gt;)
PRJEB6609,SAMEA2623948,ERR1719305,43.7056,43.8047,-16.8794,-16.8887,0.8,&gt;,99999,99999,99999,99999,99999,25,latitudeN=43.7056,longitudeE=-16.8794,(0.8-&gt;)
PRJEB6609,SAMEA2732044,ERR1719266,32.9997,32.9956,-66.5655,-66.5512,20,180,0.992351,0.201867,212.788167,36.573008,20.142658,5,latitudeN=32.9997,longitudeE=-66.5655,(20-180)
PRJEB6609,SAMEA2656977,ERR1719285,-30.1506,-30.1549,-43.2877,-43.2869,180,2000,-0.385346,0.053173,221.47475,36.32425,19.854083,5,latitudeN=-30.1506,longitudeE=-43.2877,(180-2000)
PRJEB6609,SAMEA2619421,ERR1719222,36.5533,35.5571,-6.5669,-6.5586,5,20,99999,0.090621,99999,36.63313,20.408907,40,latitudeN=36.5533,longitudeE=-6.5669,(5-20)
PRJEB6609,SAMEA2730956,ERR1719192,29.7812,29.7879,-79.6299,-79.64,20,180,0.448112,0.120616,193.8567,36.23844,25.02544,5,latitudeN=29.7812,longitudeE=-79.6299,(20-180)
PRJEB6609,SAMEA2621795,ERR1719513,-34.0614,-33.8785,-73.1066,-73.0369,5,20,-1.485075,0.387495,244.861667,34.295417,18.014508,5,latitudeN=-34.0614,longitudeE=-73.1066,(5-20)
PRJEB6609,SAMEA2730588,ERR1719259,19.0359,19.0356,64.511,64.5117,180,2000,-0.139576,0.134009,201.211667,36.621025,26.354275,5,latitudeN=19.0359,longitudeE=64.511,(180-2000)
PRJEB6609,SAMEA2731935,ERR1719263,44.0722,44.0782,-16.4987,-16.4931,20,180,99999,99999,99999,99999,99999,100,latitudeN=44.0722,longitudeE=-16.4987,(20-180)
PRJEB6609,SAMEA2623284,ERR1719252,14.2035,14.2017,-116.6261,-116.6336,0.8,5,3.241307,0.290611,195.126917,33.884425,26.4091,5,latitudeN=14.2035,longitudeE=-116.6261,(0.8-5)
PRJEB6609,SAMEA2657076,ERR1719147,2.0218,2.0361,-84.5652,-84.5565,20,180,1.072909,0.321279,203.11935,33.46018,27.61049,40,latitudeN=2.0218,longitudeE=-84.5652,(20-180)
PRJEB6609,SAMEA2623419,ERR1719313,6.4998,6.4791,-94.9527,94.9752,0.8,5,2.892241,0.4664,157.176,33.102675,26.273758,5,latitudeN=6.4998,longitudeE=-94.9527,(0.8-5)
PRJEB6609,SAMEA2657060,ERR1719383,20.8215,20.8208,63.512,63.5119,180,2000,0.343943,0.160363,211.5675,36.530908,25.84865,5,latitudeN=20.8215,longitudeE=63.512,(180-2000)
PRJEB6609,SAMEA2619745,ERR1719453,39.8386,39.8401,17.4155,17.4152,0.8,5,99999,0.180911,220.927083,37.759667,17.041483,5,latitudeN=39.8386,longitudeE=17.4155,(0.8-5)
PRJEB6609,SAMEA2623266,ERR1719241,17.0854,17.0612,-118.8913,-118.8987,0.8,5,-1.145148,0.245841,201.216,34.52465,24.52735,5,latitudeN=17.0854,longitudeE=-118.8913,(0.8-5)
PRJEB6609,SAMEA2730657,ERR1719495,29.6721,29.6757,-79.5929,-79.6016,180,2000,1.190321,0.160347,192.00275,36.212042,24.997917,5,latitudeN=29.6721,longitudeE=-79.5929,(180-2000)
PRJEB6609,SAMEA2732073,ERR1719430,35.7867,35.7798,-37.0916,-37.0849,180,2000,1.209192,0.343614,230.10515,36.240095,17.65516,40,latitudeN=35.7867,longitudeE=-37.0916,(180-2000)
PRJEB6609,SAMEA2731729,ERR1719341,44.0852,44.0898,-16.5645,-16.5595,180,2000,99999,99999,99999,99999,99999,25,latitudeN=44.0852,longitudeE=-16.5645,(180-2000)
PRJEB6609,SAMEA2732056,ERR1719220,36.15,36.1483,-28.9989,-28.996,20,180,0.334082,0.040347,232.053333,36.23775,17.260108,5,latitudeN=36.15,longitudeE=-28.9989,(20-180)
PRJEB6609,SAMEA2657061,ERR1719466,-31.0292,-31.0287,4.6742,4.6765,180,2000,99999,0.442185,231.611429,35.688121,16.781464,50,latitudeN=-31.0292,longitudeE=4.6742,(180-2000)
PRJEB6609,SAMEA2623302,ERR1719449,14.2075,14.2016,-116.6468,-116.696,0.8,&gt;,99999,99999,99999,99999,99999,40,latitudeN=14.2075,longitudeE=-116.6468,(0.8-&gt;)
PRJEB6609,SAMEA2731893,ERR1719490,43.7421,43.7496,-16.9002,-16.908,20,180,99999,99999,99999,99999,99999,25,latitudeN=43.7421,longitudeE=-16.9002,(20-180)
PRJEB6609,SAMEA2656984,ERR1719433,-25.8105,-25.8126,-111.7329,-111.7386,20,180,-1.567491,0.013449,200.538167,36.402683,25.14875,5,latitudeN=-25.8105,longitudeE=-111.7329,(20-180)
PRJEB6609,SAMEA2623859,ERR1719454,36.1715,36.139,-29.023,-28.9598,0.8,&gt;,0.334082,0.040347,232.053333,36.23775,17.260108,5,latitudeN=36.1715,longitudeE=-29.023,(0.8-&gt;)
PRJEB6609,SAMEA2731784,ERR1719209,35.9167,35.9108,-37.2761,-37.2671,180,2000,-0.328716,0.196921,228.375583,36.3123,17.583075,5,latitudeN=35.9167,longitudeE=-37.2761,(180-2000)
PRJEB6609,SAMEA2623641,ERR1719199,39.2305,39.2173,-70.0377,-72.0327,0.8,5,3.478193,0.296307,233.859,35.18335,14.11885,5,latitudeN=39.2305,longitudeE=-70.0377,(0.8-5)
PRJEB6609,SAMEA2622719,ERR1719310,-8.9068,-8.8951,-140.283,-140.3174,0.8,&gt;,3.868407,0.319103,189.758333,35.359483,26.576175,5,latitudeN=-8.9068,longitudeE=-140.283,(0.8-&gt;)
PRJEB6609,SAMEA2623379,ERR1719377,6.3378,6.3354,-102.9538,-103.0345,0.8,5,22.087762,0.334076,77.038525,34.611755,19.048358,60,latitudeN=6.3378,longitudeE=-102.9538,(0.8-5)
PRJEB6609,SAMEA2622324,ERR1719379,1.9928,2.0596,-84.5766,-84.553,0.8,&gt;,1.210114,0.28167,198.635833,33.3676,27.617558,5,latitudeN=1.9928,longitudeE=-84.5766,(0.8-&gt;)
PRJEB6609,SAMEA2656984,ERR1719492,-25.8105,-25.8126,-111.7329,-111.7386,20,180,-1.567491,0.013449,200.538167,36.402683,25.14875,5,latitudeN=-25.8105,longitudeE=-111.7329,(20-180)
PRJEB6609,SAMEA2732583,ERR1719354,-33.688,-33.6866,-71.9903,-71.9861,180,2000,99999,2.988957,273.51475,34.392308,16.760633,5,latitudeN=-33.688,longitudeE=-71.9903,(180-2000)
PRJEB6609,SAMEA2732613,ERR1719367,14.1987,14.1961,-116.7164,-116.7278,20,180,23.099301,0.084359,1.604893,34.737164,12.430182,40,latitudeN=14.1987,longitudeE=-116.7164,(20-180)
PRJEB6609,SAMEA2732095,ERR1719382,35.8641,35.8606,-37.1831,-37.176,5,20,0.605165,0.124918,229.217,36.303117,17.593258,5,latitudeN=35.8641,longitudeE=-37.1831,(5-20)
PRJEB6609,SAMEA2730918,ERR1719474,25.5593,25.5662,-88.4126,-88.417,180,2000,-2.2118,0.163338,194.2675,36.193733,24.96555,5,latitudeN=25.5593,longitudeE=-88.4126,(180-2000)
PRJEB6609,SAMEA2619396,ERR1719198,36.5533,35.5571,-6.5669,-6.5586,0.8,5,99999,0.078,99999,36.6324,20.5251,5,latitudeN=36.5533,longitudeE=-6.5669,(0.8-5)
PRJEB6609,SAMEA2656969,ERR1719452,-32.2188,-32.2164,17.7054,17.705,180,2000,0.405607,1.551493,249.351417,34.845292,12.83445,5,latitudeN=-32.2188,longitudeE=17.7054,(180-2000)
PRJEB6609,SAMEA2622182,ERR1719515,-5.2529,-5.254,-85.1545,-85.2248,0.8,&gt;,11.688971,0.238224,205.992583,34.748175,24.943108,5,latitudeN=-5.2529,longitudeE=-85.1545,(0.8-&gt;)
PRJEB6609,SAMEA2623817,ERR1719258,35.9346,35.8591,-37.3032,-37.1728,0.8,5,-0.328716,0.196921,228.375583,36.3123,17.583075,5,latitudeN=35.9346,longitudeE=-37.3032,(0.8-5)
PRJEB6609,SAMEA2657071,ERR1719295,-8.892,-8.8899,-142.6358,-142.6488,180,2000,6.03141,0.124746,187.791167,35.4224,26.869383,5,latitudeN=-8.892,longitudeE=-142.6358,(180-2000)
PRJEB6609,SAMEA2622228,ERR1719420,-5.2669,-5.2476,-85.2732,-85.3343,0.8,&gt;,20.328327,0.728939,103.916711,34.900284,19.566255,40,latitudeN=-5.2669,longitudeE=-85.2732,(0.8-&gt;)
PRJEB6609,SAMEA2732716,ERR1719436,6.3356,6.3357,-103.0399,-103.0516,5,20,23.016213,0.320075,51.297542,34.640929,18.226263,60,latitudeN=6.3356,longitudeE=-103.0399,(5-20)
PRJEB6609,SAMEA2657046,ERR1719464,-34.8986,-34.9631,18.03,18.0207,20,180,99999,0.410699,240.270333,99999,15.022117,5,latitudeN=-34.8986,longitudeE=18.03,(20-180)
PRJEB6609,SAMEA2657014,ERR1719416,-32.12,-32.1174,17.6987,17.6988,5,20,0.517466,1.331539,250.060667,34.849892,12.881967,5,latitudeN=-32.12,longitudeE=17.6987,(5-20)
PRJEB6609,SAMEA2732906,ERR1719419,22.7511,22.7601,-157.9632,-157.9731,180,2000,-1.005365,0.032278,195.1274,35.23154,26.31552,5,latitudeN=22.7511,longitudeE=-157.9632,(180-2000)
PRJEB6609,SAMEA2731795,ERR1719445,-1.9778,-1.9667,-84.5992,-84.6001,20,180,6.729337,0.317793,190.816333,35.0193,23.8683,5,latitudeN=-1.9778,longitudeE=-84.5992,(20-180)
PRJEB6609,SAMEA2657079,ERR1719415,-16.953,-16.9531,53.9825,53.991,20,180,0.244232,0.388691,193.198222,34.899611,24.924556,70,latitudeN=-16.953,longitudeE=53.9825,(20-180)
PRJEB6609,SAMEA2732344,ERR1719435,-40.6083,-40.6088,-51.9557,-51.947,180,2000,-0.156557,0.358201,208.363214,35.8829,18.252364,85,latitudeN=-40.6083,longitudeE=-51.9557,(180-2000)
PRJEB6609,SAMEA2619958,ERR1719465,20.8222,20.8199,63.5133,63.5138,0.8,5,0.367767,0.353707,211.606583,36.549267,25.37395,17,latitudeN=20.8222,longitudeE=63.5133,(0.8-5)
PRJEB6609,SAMEA2623961,ERR1719237,43.7056,43.8047,-16.8794,-16.8887,5,20,99999,99999,99999,99999,99999,25,latitudeN=43.7056,longitudeE=-16.8794,(5-20)
PRJEB6609,SAMEA2657109,ERR1719437,-8.8984,-8.8967,-140.3089,-140.3132,5,20,5.321003,0.162506,189.8109,35.35772,26.63952,5,latitudeN=-8.8984,longitudeE=-140.3089,(5-20)
PRJEB6609,SAMEA2622461,ERR1719191,-16.9601,-16.9554,-100.6335,-100.6925,0.8,&gt;,2.568726,0.203347,208.8654,35.97144,22.76873,5,latitudeN=-16.9601,longitudeE=-100.6335,(0.8-&gt;)
PRJEB6609,SAMEA2657047,ERR1719334,-16.9567,-16.9581,53.9809,53.9767,180,2000,99999,0.176565,191.68,34.566667,27.8684,5,latitudeN=-16.9567,longitudeE=53.9809,(180-2000)
PRJEB6609,SAMEA2657091,ERR1719357,-20.9406,-20.9424,-35.196,-35.2027,180,2000,0.030608,0.033622,206.194333,37.101367,23.349542,5,latitudeN=-20.9406,longitudeE=-35.196,(180-2000)
PRJEB6609,SAMEA2622184,ERR1719172,-5.2529,-5.254,-85.1545,-85.2248,0.8,5,11.688971,0.238224,205.992583,34.748175,24.943108,5,latitudeN=-5.2529,longitudeE=-85.1545,(0.8-5)
PRJEB6609,SAMEA2657033,ERR1719148,-60.3046,-60.3118,-60.5715,-60.555,20,180,24.423039,0.109555,338.2982,33.71972,1.84402,5,latitudeN=-60.3046,longitudeE=-60.5715,(20-180)
PRJEB6609,SAMEA2732696,ERR1719215,-33.6737,-33.673,-71.9641,-71.962,5,20,99999,2.988957,273.51475,34.392308,16.760633,5,latitudeN=-33.6737,longitudeE=-71.9641,(5-20)
PRJEB6609,SAMEA2623985,ERR1719201,44.0497,44.0774,-16.6034,-16.5781,0.8,&gt;,99999,99999,99999,99999,99999,25,latitudeN=44.0497,longitudeE=-16.6034,(0.8-&gt;)
PRJEB6609,SAMEA2732378,ERR1719270,14.1927,14.1903,-116.6474,-118.6722,20,180,2.693519,0.181498,195.342417,33.867133,26.4741,5,latitudeN=14.1927,longitudeE=-116.6474,(20-180)
PRJEB6609,SAMEA2657071,ERR1719385,-8.892,-8.8899,-142.6358,-142.6488,180,2000,6.03141,0.124746,187.791167,35.4224,26.869383,5,latitudeN=-8.892,longitudeE=-142.6358,(180-2000)
PRJEB6609,SAMEA2620378,ERR1719498,-0.6625,-0.6623,73.161,73.1611,0.8,5,0.477267,0.121909,185.733167,35.111283,30.12565,5,latitudeN=-0.6625,longitudeE=73.161,(0.8-5)
PRJEB6609,SAMEA2732044,ERR1719338,32.9997,32.9956,-66.5655,-66.5512,20,180,0.992351,0.201867,212.788167,36.573008,20.142658,5,latitudeN=32.9997,longitudeE=-66.5655,(20-180)
PRJEB6609,SAMEA2731893,ERR1719458,43.7421,43.7496,-16.9002,-16.908,20,180,99999,99999,99999,99999,99999,25,latitudeN=43.7421,longitudeE=-16.9002,(20-180)
PRJEB6609,SAMEA2657061,ERR1719427,-31.0292,-31.0287,4.6742,4.6765,180,2000,99999,0.442185,231.611429,35.688121,16.781464,50,latitudeN=-31.0292,longitudeE=4.6742,(180-2000)
PRJEB6609,SAMEA2732598,ERR1719179,17.0552,17.0538,-118.9008,-118.9016,20,180,0.038247,0.130872,201.768333,34.5249,24.790392,5,latitudeN=17.0552,longitudeE=-118.9008,(20-180)
PRJEB6609,SAMEA2622934,ERR1719439,0.0222,0.0328,-153.6858,-153.705,0.8,&gt;,4.36571,0.451256,176.984778,35.135422,26.080233,40,latitudeN=0.0222,longitudeE=-153.6858,(0.8-&gt;)
PRJEB6609,SAMEA2623948,ERR1719398,43.7056,43.8047,-16.8794,-16.8887,0.8,&gt;,99999,99999,99999,99999,99999,25,latitudeN=43.7056,longitudeE=-16.8794,(0.8-&gt;)
PRJEB6609,SAMEA2657038,ERR1719461,-16.9672,-16.9687,53.9337,53.9293,20,180,99999,0.176565,191.68,34.566667,27.8684,5,latitudeN=-16.9672,longitudeE=53.9337,(20-180)
PRJEB6609,SAMEA2657088,ERR1719300,2.0574,2.0555,-84.5546,-84.5573,180,2000,0.451517,0.201947,199.898917,33.17585,27.902167,5,latitudeN=2.0574,longitudeE=-84.5546,(180-2000)
PRJEB6609,SAMEA2622717,ERR1719217,-8.9068,-8.8951,-140.283,-140.3174,0.8,5,3.868407,0.319103,189.758333,35.359483,26.576175,5,latitudeN=-8.9068,longitudeE=-140.283,(0.8-5)
PRJEB6609,SAMEA2657007,ERR1719516,-35.1808,-35.1889,26.2879,26.2891,180,2000,99999,0.215292,207.0439,35.44666,21.81684,5,latitudeN=-35.1808,longitudeE=26.2879,(180-2000)
PRJEB6609,SAMEA2621823,ERR1719265,-33.9116,-33.832,-73.0537,-73.0366,0.8,5,0.660123,1.104727,237.215,34.267975,16.40115,35,latitudeN=-33.9116,longitudeE=-73.0537,(0.8-5)
PRJEB6609,SAMEA2621772,ERR1719503,-33.6895,-33.6703,-71.998,-71.9535,0.8,5,99999,2.988957,273.51475,34.392308,16.760633,5,latitudeN=-33.6895,longitudeE=-71.998,(0.8-5)
PRJEB6609,SAMEA2656973,ERR1719254,-12.9488,-12.9453,-96.0293,-96.1326,5,20,4.590737,0.287892,200.233917,35.835267,25.2512,5,latitudeN=-12.9488,longitudeE=-96.0293,(5-20)
PRJEB6609,SAMEA2732231,ERR1719489,-40.6487,-40.6468,-52.1511,-52.1415,180,2000,-1.556072,0.249708,228.458417,35.6061,19.307392,5,latitudeN=-40.6487,longitudeE=-52.1511,(180-2000)
PRJEB6609,SAMEA2732321,ERR1719342,6.4946,6.4959,-95.0463,-95.0499,180,2000,3.618212,0.580477,200.196333,33.184517,26.248692,5,latitudeN=6.4946,longitudeE=-95.0463,(180-2000)
PRJEB6609,SAMEA2657000,ERR1719204,-12.9359,-12.9335,-96.0413,-96.0435,180,2000,4.590737,0.287892,200.233917,35.835267,25.2512,5,latitudeN=-12.9359,longitudeE=-96.0413,(180-2000)
PRJEB6609,SAMEA2657034,ERR1719153,-20.4035,-20.4016,-3.1859,-3.1913,180,2000,0.168013,0.324315,215.650833,36.376225,19.776808,5,latitudeN=-20.4035,longitudeE=-3.1859,(180-2000)
PRJEB6609,SAMEA2657037,ERR1719361,39.4046,39.4023,19.3886,19.3945,20,180,99999,0.175103,236.70925,38.413912,15.771337,50,latitudeN=39.4046,longitudeE=19.3886,(20-180)
PRJEB6609,SAMEA2623284,ERR1719387,14.2035,14.2017,-116.6261,-116.6336,0.8,5,3.241307,0.290611,195.126917,33.884425,26.4091,5,latitudeN=14.2035,longitudeE=-116.6261,(0.8-5)
PRJEB6609,SAMEA2620128,ERR1719284,17.5294,17.5009,67.9576,67.9664,3,&gt;,99999,0.015,190.3235,36.2209,27.53495,5,latitudeN=17.5294,longitudeE=67.9576,(3-&gt;)
PRJEB6609,SAMEA2656967,ERR1719323,18.5745,18.5734,66.4895,66.4889,20,180,-1.006357,0.134262,193.990333,36.2986,26.897,25,latitudeN=18.5745,longitudeE=66.4895,(20-180)
PRJEB6609,SAMEA2622914,ERR1719405,0.0003,0.0095,-153.6759,-153.7143,0.8,5,2.467162,0.288205,179.86,35.100467,26.074467,5,latitudeN=0.0003,longitudeE=-153.6759,(0.8-5)
PRJEB6609,SAMEA2730960,ERR1719229,29.8103,29.8227,-79.668,-79.6807,5,20,0.679095,0.145472,195.140357,36.2134,24.791457,40,latitudeN=29.8103,longitudeE=-79.668,(5-20)
PRJEB6609,SAMEA2623206,ERR1719181,32.9986,33.0234,-121.7698,-121.736,0.8,5,-0.971353,0.371408,226.3952,33.49059,17.428,5,latitudeN=32.9986,longitudeE=-121.7698,(0.8-5)
PRJEB6609,SAMEA2622770,ERR1719301,-9.1504,-9.1552,-140.5216,-140.5284,0.8,5,5.111856,0.286662,190.724,35.396729,26.518986,5,latitudeN=-9.1504,longitudeE=-140.5216,(0.8-5)
PRJEB6609,SAMEA2620023,ERR1719248,19.0284,19.0108,64.5126,64.532,0.8,5,1.230122,0.604752,154.699917,99999,25.494408,25,latitudeN=19.0284,longitudeE=64.5126,(0.8-5)
PRJEB6609,SAMEA2623479,ERR1719487,25.5264,25.5416,-88.394,88.4044,0.8,5,-2.2118,0.163338,194.2675,36.193733,24.96555,5,latitudeN=25.5264,longitudeE=-88.394,(0.8-5)
PRJEB6609,SAMEA2622487,ERR1719355,-16.9587,-16.9687,-100.6751,-100.7324,0.8,&gt;,1.411516,0.378549,211.54555,35.687249,19.881449,90,latitudeN=-16.9587,longitudeE=-100.6751,(0.8-&gt;)
PRJEB6609,SAMEA2732628,ERR1719468,-33.6771,-33.6766,-71.9719,-71.97,20,180,99999,2.988957,273.51475,34.392308,16.760633,5,latitudeN=-33.6771,longitudeE=-71.9719,(20-180)
PRJEB6609,SAMEA2621316,ERR1719446,-40.6511,-40.6494,-52.182,-52.1546,0.8,&gt;,-1.556072,0.249708,228.458417,35.6061,19.307392,5,latitudeN=-40.6511,longitudeE=-52.182,(0.8-&gt;)
PRJEB6609,SAMEA2623639,ERR1719183,39.2305,39.2173,-70.0377,-72.0327,0.8,&gt;,3.478193,0.296307,233.859,35.18335,14.11885,5,latitudeN=39.2305,longitudeE=-70.0377,(0.8-&gt;)
PRJEB6609,SAMEA2731692,ERR1719347,-1.8155,-1.7942,-84.629,-84.632,180,2000,10.800944,0.527178,181.826136,34.976464,23.38225,50,latitudeN=-1.8155,longitudeE=-84.629,(180-2000)
PRJEB6609,SAMEA2623954,ERR1719460,43.7056,43.8047,-16.8794,-16.8887,0.8,&gt;,99999,99999,99999,99999,99999,25,latitudeN=43.7056,longitudeE=-16.8794,(0.8-&gt;)
PRJEB6609,SAMEA2657082,ERR1719418,-31.0551,-31.0543,4.668,4.6717,20,180,2.096308,0.545147,234.236,35.690458,16.948525,5,latitudeN=-31.0551,longitudeE=4.668,(20-180)
PRJEB6609,SAMEA2620865,ERR1719390,-35.1728,-35.2087,26.2868,26.2932,0.8,5,99999,0.215292,207.0439,35.44666,21.81684,5,latitudeN=-35.1728,longitudeE=26.2868,(0.8-5)
PRJEB6609,SAMEA2619621,ERR1719231,41.6686,40.6686,2.7996,2.7996,0.8,&gt;,99999,99999,99999,99999,99999,5,latitudeN=41.6686,longitudeE=2.7996,(0.8-&gt;)
PRJEB6609,SAMEA2622914,ERR1719364,0.0003,0.0095,-153.6759,-153.7143,0.8,5,2.467162,0.288205,179.86,35.100467,26.074467,5,latitudeN=0.0003,longitudeE=-153.6759,(0.8-5)
PRJEB6609,SAMEA2621412,ERR1719149,-47.1863,-47.1906,-58.2902,-58.2682,0.8,5,17.091069,0.310844,305.012167,34.048642,7.321517,5,latitudeN=-47.1863,longitudeE=-58.2902,(0.8-5)
PRJEB6609,SAMEA2621772,ERR1719329,-33.6895,-33.6703,-71.998,-71.9535,0.8,5,99999,2.988957,273.51475,34.392308,16.760633,5,latitudeN=-33.6895,longitudeE=-71.998,(0.8-5)
PRJEB6609,SAMEA2621768,ERR1719276,-33.6895,-33.6703,-71.998,-71.9535,0.8,&gt;,99999,2.988957,273.51475,34.392308,16.760633,5,latitudeN=-33.6895,longitudeE=-71.998,(0.8-&gt;)
PRJEB6609,SAMEA2622914,ERR1719311,0.0003,0.0095,-153.6759,-153.7143,0.8,5,2.467162,0.288205,179.86,35.100467,26.074467,5,latitudeN=0.0003,longitudeE=-153.6759,(0.8-5)
PRJEB6609,SAMEA2619958,ERR1719240,20.8222,20.8199,63.5133,63.5138,0.8,5,0.367767,0.353707,211.606583,36.549267,25.37395,17,latitudeN=20.8222,longitudeE=63.5133,(0.8-5)
